label,scope,split,subset,count
97,split,subject_exclusive,test,0
98,split,subject_exclusive,test,21
99,split,subject_exclusive,test,225
0,split,model_split,train,2966
1,split,model_split,train,96
10,split,model_split,train,61
100,split,model_split,train,233
101,split,model_split,train,20
102,split,model_split,train,28
103,split,model_split,train,59
104,split,model_split,train,191
105,split,model_split,train,15
106,split,model_split,train,177
107,split,model_split,train,14
108,split,model_split,train,319
109,split,model_split,train,14
11,split,model_split,train,191
110,split,model_split,train,2
112,split,model_split,train,8
113,split,model_split,train,0
114,split,model_split,train,28
115,split,model_split,train,62
116,split,model_split,train,6
117,split,model_split,train,113
118,split,model_split,train,52
119,split,model_split,train,132
12,split,model_split,train,148
120,split,model_split,train,67
121,split,model_split,train,228
122,split,model_split,train,11
123,split,model_split,train,180
124,split,model_split,train,24
125,split,model_split,train,119
126,split,model_split,train,55
127,split,model_split,train,132
128,split,model_split,train,0
129,split,model_split,train,11
13,split,model_split,train,163
130,split,model_split,train,18
131,split,model_split,train,27
132,split,model_split,train,69
133,split,model_split,train,617
134,split,model_split,train,33
135,split,model_split,train,9
136,split,model_split,train,18
137,split,model_split,train,257
14,split,model_split,train,0
15,split,model_split,train,34
16,split,model_split,train,57
17,split,model_split,train,83
18,split,model_split,train,40
19,split,model_split,train,295
2,split,model_split,train,221
20,split,model_split,train,51
21,split,model_split,train,24
22,split,model_split,train,32
23,split,model_split,train,12
24,split,model_split,train,59
25,split,model_split,train,25
26,split,model_split,train,39
27,split,model_split,train,3
28,split,model_split,train,28
29,split,model_split,train,101
3,split,model_split,train,102
30,split,model_split,train,3
31,split,model_split,train,0
32,split,model_split,train,12
33,split,model_split,train,15
34,split,model_split,train,26
35,split,model_split,train,123
36,split,model_split,train,43
37,split,model_split,train,57
38,split,model_split,train,144
39,split,model_split,train,251
4,split,model_split,train,72
40,split,model_split,train,65
41,split,model_split,train,146
42,split,model_split,train,87
43,split,model_split,train,17
44,split,model_split,train,175
45,split,model_split,train,23
46,split,model_split,train,172
47,split,model_split,train,49
48,split,model_split,train,91
49,split,model_split,train,42
5,split,model_split,train,130
50,split,model_split,train,100
51,split,model_split,train,22
52,split,model_split,train,254
53,split,model_split,train,6
54,split,model_split,train,245
55,split,model_split,train,12
56,split,model_split,train,10
57,split,model_split,train,4
58,split,model_split,train,80
59,split,model_split,train,322
6,split,model_split,train,109
60,split,model_split,train,100
61,split,model_split,train,292
62,split,model_split,train,24
63,split,model_split,train,24
64,split,model_split,train,29
65,split,model_split,train,221
66,split,model_split,train,321
67,split,model_split,train,122
68,split,model_split,train,236
69,split,model_split,train,31
7,split,model_split,train,377
70,split,model_split,train,127
71,split,model_split,train,15
72,split,model_split,train,256
73,split,model_split,train,129
74,split,model_split,train,97
75,split,model_split,train,65
76,split,model_split,train,12
77,split,model_split,train,30
78,split,model_split,train,34
8,split,model_split,train,19
80,split,model_split,train,176
81,split,model_split,train,29
82,split,model_split,train,197
83,split,model_split,train,573
84,split,model_split,train,69
85,split,model_split,train,30
86,split,model_split,train,54
87,split,model_split,train,67
88,split,model_split,train,197
89,split,model_split,train,84
9,split,model_split,train,270
90,split,model_split,train,24
91,split,model_split,train,210
92,split,model_split,train,45
93,split,model_split,train,27
94,split,model_split,train,0
95,split,model_split,train,6
96,split,model_split,train,11
97,split,model_split,train,23
98,split,model_split,train,424
99,split,model_split,train,3995
0,split,model_split,val,526
1,split,model_split,val,12
10,split,model_split,val,6
100,split,model_split,val,45
101,split,model_split,val,8
102,split,model_split,val,4
103,split,model_split,val,6
104,split,model_split,val,27
105,split,model_split,val,8
106,split,model_split,val,44
107,split,model_split,val,2
108,split,model_split,val,29
109,split,model_split,val,3
11,split,model_split,val,22
110,split,model_split,val,3
112,split,model_split,val,7
113,split,model_split,val,0
114,split,model_split,val,12
115,split,model_split,val,7
116,split,model_split,val,2
117,split,model_split,val,15
118,split,model_split,val,5
119,split,model_split,val,16
12,split,model_split,val,18
120,split,model_split,val,7
121,split,model_split,val,20
122,split,model_split,val,2
123,split,model_split,val,16
124,split,model_split,val,3
125,split,model_split,val,15
126,split,model_split,val,7
127,split,model_split,val,15
128,split,model_split,val,0
129,split,model_split,val,1
13,split,model_split,val,17
130,split,model_split,val,8
131,split,model_split,val,5
132,split,model_split,val,9
133,split,model_split,val,92
134,split,model_split,val,18
135,split,model_split,val,3
136,split,model_split,val,3
137,split,model_split,val,36
14,split,model_split,val,0
15,split,model_split,val,6
16,split,model_split,val,11
17,split,model_split,val,13
18,split,model_split,val,6
19,split,model_split,val,45
2,split,model_split,val,39
20,split,model_split,val,9
21,split,model_split,val,7
22,split,model_split,val,7
23,split,model_split,val,6
24,split,model_split,val,7
25,split,model_split,val,8
26,split,model_split,val,15
27,split,model_split,val,0
28,split,model_split,val,6
29,split,model_split,val,13
3,split,model_split,val,15
30,split,model_split,val,1
31,split,model_split,val,0
32,split,model_split,val,5
33,split,model_split,val,1
34,split,model_split,val,7
35,split,model_split,val,23
36,split,model_split,val,7
37,split,model_split,val,7
38,split,model_split,val,17
39,split,model_split,val,31
4,split,model_split,val,10
40,split,model_split,val,6
41,split,model_split,val,23
42,split,model_split,val,14
43,split,model_split,val,3
44,split,model_split,val,24
45,split,model_split,val,1
46,split,model_split,val,18
47,split,model_split,val,8
48,split,model_split,val,21
49,split,model_split,val,4
5,split,model_split,val,16
50,split,model_split,val,16
51,split,model_split,val,5
52,split,model_split,val,34
53,split,model_split,val,1
54,split,model_split,val,29
55,split,model_split,val,1
56,split,model_split,val,1
57,split,model_split,val,1
58,split,model_split,val,10
59,split,model_split,val,40
6,split,model_split,val,13
60,split,model_split,val,12
61,split,model_split,val,39
62,split,model_split,val,15
63,split,model_split,val,4
64,split,model_split,val,4
65,split,model_split,val,24
66,split,model_split,val,43
67,split,model_split,val,11
68,split,model_split,val,41
69,split,model_split,val,3
7,split,model_split,val,56
70,split,model_split,val,20
71,split,model_split,val,9
72,split,model_split,val,31
73,split,model_split,val,29
74,split,model_split,val,17
75,split,model_split,val,6
76,split,model_split,val,3
77,split,model_split,val,16
78,split,model_split,val,12
8,split,model_split,val,4
80,split,model_split,val,27
81,split,model_split,val,12
82,split,model_split,val,24
83,split,model_split,val,92
84,split,model_split,val,7
85,split,model_split,val,4
86,split,model_split,val,4
87,split,model_split,val,8
88,split,model_split,val,29
89,split,model_split,val,9
9,split,model_split,val,38
90,split,model_split,val,2
91,split,model_split,val,26
92,split,model_split,val,7
93,split,model_split,val,7
94,split,model_split,val,0
95,split,model_split,val,3
96,split,model_split,val,7
97,split,model_split,val,13
98,split,model_split,val,55
99,split,model_split,val,620
0,split,model_split,test,853
1,split,model_split,test,48
10,split,model_split,test,0
100,split,model_split,test,147
101,split,model_split,test,0
102,split,model_split,test,15
103,split,model_split,test,22
104,split,model_split,test,19
105,split,model_split,test,0
106,split,model_split,test,19
107,split,model_split,test,0
108,split,model_split,test,0
109,split,model_split,test,0
11,split,model_split,test,0
110,split,model_split,test,4
112,split,model_split,test,0
113,split,model_split,test,4
114,split,model_split,test,0
115,split,model_split,test,23
116,split,model_split,test,0
117,split,model_split,test,21
118,split,model_split,test,4
119,split,model_split,test,31
12,split,model_split,test,0
120,split,model_split,test,17
121,split,model_split,test,57
122,split,model_split,test,0
123,split,model_split,test,4
124,split,model_split,test,0
125,split,model_split,test,0
126,split,model_split,test,0
127,split,model_split,test,21
128,split,model_split,test,5
129,split,model_split,test,4
13,split,model_split,test,21
130,split,model_split,test,14
131,split,model_split,test,0
132,split,model_split,test,12
133,split,model_split,test,112
134,split,model_split,test,10
135,split,model_split,test,0
136,split,model_split,test,0
137,split,model_split,test,38
14,split,model_split,test,33
15,split,model_split,test,13
16,split,model_split,test,36
17,split,model_split,test,0
18,split,model_split,test,16
19,split,model_split,test,52
2,split,model_split,test,17
20,split,model_split,test,4
21,split,model_split,test,15
22,split,model_split,test,6
23,split,model_split,test,23
24,split,model_split,test,11
25,split,model_split,test,0
26,split,model_split,test,5
27,split,model_split,test,0
28,split,model_split,test,0
29,split,model_split,test,0
3,split,model_split,test,47
30,split,model_split,test,0
31,split,model_split,test,9
32,split,model_split,test,0
33,split,model_split,test,12
34,split,model_split,test,0
35,split,model_split,test,82
36,split,model_split,test,9
37,split,model_split,test,0
38,split,model_split,test,153
39,split,model_split,test,74
4,split,model_split,test,4
40,split,model_split,test,0
41,split,model_split,test,0
42,split,model_split,test,25
43,split,model_split,test,26
44,split,model_split,test,51
45,split,model_split,test,0
46,split,model_split,test,54
47,split,model_split,test,5
48,split,model_split,test,16
49,split,model_split,test,0
5,split,model_split,test,53
50,split,model_split,test,0
51,split,model_split,test,0
52,split,model_split,test,0
53,split,model_split,test,0
54,split,model_split,test,5
55,split,model_split,test,0
56,split,model_split,test,0
57,split,model_split,test,0
58,split,model_split,test,7
59,split,model_split,test,64
6,split,model_split,test,28
60,split,model_split,test,15
61,split,model_split,test,0
62,split,model_split,test,0
63,split,model_split,test,11
64,split,model_split,test,5
65,split,model_split,test,47
66,split,model_split,test,53
67,split,model_split,test,36
68,split,model_split,test,29
69,split,model_split,test,0
7,split,model_split,test,73
70,split,model_split,test,0
71,split,model_split,test,0
72,split,model_split,test,137
73,split,model_split,test,5
74,split,model_split,test,0
75,split,model_split,test,12
76,split,model_split,test,0
77,split,model_split,test,0
78,split,model_split,test,12
8,split,model_split,test,0
80,split,model_split,test,0
81,split,model_split,test,5
82,split,model_split,test,36
83,split,model_split,test,106
84,split,model_split,test,31
85,split,model_split,test,17
86,split,model_split,test,5
87,split,model_split,test,9
88,split,model_split,test,14
89,split,model_split,test,5
9,split,model_split,test,10
90,split,model_split,test,0
91,split,model_split,test,48
92,split,model_split,test,0
93,split,model_split,test,9
94,split,model_split,test,8
95,split,model_split,test,4
96,split,model_split,test,4
97,split,model_split,test,0
98,split,model_split,test,94
99,split,model_split,test,767
0,split,ego_exclusive,train,2080
1,split,ego_exclusive,train,129
10,split,ego_exclusive,train,58
100,split,ego_exclusive,train,338
101,split,ego_exclusive,train,17
102,split,ego_exclusive,train,30
103,split,ego_exclusive,train,69
104,split,ego_exclusive,train,172
105,split,ego_exclusive,train,10
106,split,ego_exclusive,train,168
107,split,ego_exclusive,train,13
108,split,ego_exclusive,train,273
109,split,ego_exclusive,train,13
11,split,ego_exclusive,train,167
110,split,ego_exclusive,train,7
112,split,ego_exclusive,train,5
113,split,ego_exclusive,train,4
114,split,ego_exclusive,train,19
115,split,ego_exclusive,train,81
116,split,ego_exclusive,train,6
117,split,ego_exclusive,train,120
118,split,ego_exclusive,train,51
119,split,ego_exclusive,train,147
12,split,ego_exclusive,train,140
120,split,ego_exclusive,train,75
121,split,ego_exclusive,train,255
122,split,ego_exclusive,train,10
123,split,ego_exclusive,train,166
124,split,ego_exclusive,train,21
125,split,ego_exclusive,train,99
126,split,ego_exclusive,train,51
127,split,ego_exclusive,train,146
128,split,ego_exclusive,train,4
129,split,ego_exclusive,train,15
13,split,ego_exclusive,train,176
130,split,ego_exclusive,train,27
131,split,ego_exclusive,train,22
132,split,ego_exclusive,train,69
133,split,ego_exclusive,train,665
134,split,ego_exclusive,train,39
135,split,ego_exclusive,train,9
136,split,ego_exclusive,train,13
137,split,ego_exclusive,train,263
14,split,ego_exclusive,train,26
15,split,ego_exclusive,train,40
16,split,ego_exclusive,train,76
17,split,ego_exclusive,train,74
18,split,ego_exclusive,train,48
19,split,ego_exclusive,train,316
2,split,ego_exclusive,train,214
20,split,ego_exclusive,train,52
21,split,ego_exclusive,train,26
22,split,ego_exclusive,train,31
23,split,ego_exclusive,train,25
24,split,ego_exclusive,train,63
25,split,ego_exclusive,train,20
26,split,ego_exclusive,train,40
27,split,ego_exclusive,train,3
28,split,ego_exclusive,train,24
29,split,ego_exclusive,train,92
3,split,ego_exclusive,train,138
30,split,ego_exclusive,train,3
31,split,ego_exclusive,train,6
32,split,ego_exclusive,train,9
33,split,ego_exclusive,train,22
34,split,ego_exclusive,train,20
35,split,ego_exclusive,train,164
36,split,ego_exclusive,train,51
37,split,ego_exclusive,train,43
38,split,ego_exclusive,train,249
39,split,ego_exclusive,train,273
4,split,ego_exclusive,train,65
40,split,ego_exclusive,train,62
41,split,ego_exclusive,train,120
42,split,ego_exclusive,train,93
43,split,ego_exclusive,train,34
44,split,ego_exclusive,train,178
45,split,ego_exclusive,train,20
46,split,ego_exclusive,train,187
47,split,ego_exclusive,train,40
48,split,ego_exclusive,train,88
49,split,ego_exclusive,train,36
5,split,ego_exclusive,train,161
50,split,ego_exclusive,train,87
51,split,ego_exclusive,train,15
52,split,ego_exclusive,train,235
53,split,ego_exclusive,train,3
54,split,ego_exclusive,train,230
55,split,ego_exclusive,train,11
56,split,ego_exclusive,train,7
57,split,ego_exclusive,train,3
58,split,ego_exclusive,train,68
59,split,ego_exclusive,train,306
6,split,ego_exclusive,train,122
60,split,ego_exclusive,train,107
61,split,ego_exclusive,train,248
62,split,ego_exclusive,train,21
63,split,ego_exclusive,train,26
64,split,ego_exclusive,train,33
65,split,ego_exclusive,train,223
66,split,ego_exclusive,train,299
67,split,ego_exclusive,train,141
68,split,ego_exclusive,train,230
69,split,ego_exclusive,train,31
7,split,ego_exclusive,train,416
70,split,ego_exclusive,train,112
71,split,ego_exclusive,train,10
72,split,ego_exclusive,train,339
73,split,ego_exclusive,train,115
74,split,ego_exclusive,train,78
75,split,ego_exclusive,train,74
76,split,ego_exclusive,train,9
77,split,ego_exclusive,train,28
78,split,ego_exclusive,train,40
8,split,ego_exclusive,train,16
80,split,ego_exclusive,train,153
81,split,ego_exclusive,train,27
82,split,ego_exclusive,train,214
83,split,ego_exclusive,train,641
84,split,ego_exclusive,train,96
85,split,ego_exclusive,train,44
86,split,ego_exclusive,train,52
87,split,ego_exclusive,train,70
88,split,ego_exclusive,train,190
89,split,ego_exclusive,train,76
9,split,ego_exclusive,train,253
90,split,ego_exclusive,train,22
91,split,ego_exclusive,train,213
92,split,ego_exclusive,train,44
93,split,ego_exclusive,train,31
94,split,ego_exclusive,train,8
95,split,ego_exclusive,train,8
96,split,ego_exclusive,train,13
97,split,ego_exclusive,train,18
98,split,ego_exclusive,train,425
99,split,ego_exclusive,train,3751
0,split,ego_exclusive,val,347
1,split,ego_exclusive,val,18
10,split,ego_exclusive,val,6
100,split,ego_exclusive,val,48
101,split,ego_exclusive,val,7
102,split,ego_exclusive,val,11
103,split,ego_exclusive,val,11
104,split,ego_exclusive,val,39
105,split,ego_exclusive,val,10
106,split,ego_exclusive,val,41
107,split,ego_exclusive,val,2
108,split,ego_exclusive,val,31
109,split,ego_exclusive,val,2
11,split,ego_exclusive,val,26
110,split,ego_exclusive,val,2
112,split,ego_exclusive,val,7
113,split,ego_exclusive,val,0
114,split,ego_exclusive,val,17
115,split,ego_exclusive,val,3
116,split,ego_exclusive,val,1
117,split,ego_exclusive,val,24
118,split,ego_exclusive,val,7
119,split,ego_exclusive,val,21
12,split,ego_exclusive,val,17
120,split,ego_exclusive,val,9
121,split,ego_exclusive,val,32
122,split,ego_exclusive,val,2
123,split,ego_exclusive,val,22
124,split,ego_exclusive,val,3
125,split,ego_exclusive,val,21
126,split,ego_exclusive,val,5
127,split,ego_exclusive,val,18
128,split,ego_exclusive,val,0
129,split,ego_exclusive,val,1
13,split,ego_exclusive,val,20
130,split,ego_exclusive,val,9
131,split,ego_exclusive,val,6
132,split,ego_exclusive,val,13
133,split,ego_exclusive,val,102
134,split,ego_exclusive,val,19
135,split,ego_exclusive,val,3
136,split,ego_exclusive,val,3
137,split,ego_exclusive,val,39
14,split,ego_exclusive,val,4
15,split,ego_exclusive,val,8
16,split,ego_exclusive,val,15
17,split,ego_exclusive,val,14
18,split,ego_exclusive,val,13
19,split,ego_exclusive,val,54
2,split,ego_exclusive,val,42
20,split,ego_exclusive,val,8
21,split,ego_exclusive,val,12
22,split,ego_exclusive,val,11
23,split,ego_exclusive,val,10
24,split,ego_exclusive,val,12
25,split,ego_exclusive,val,8
26,split,ego_exclusive,val,14
27,split,ego_exclusive,val,0
28,split,ego_exclusive,val,6
29,split,ego_exclusive,val,9
3,split,ego_exclusive,val,22
30,split,ego_exclusive,val,1
31,split,ego_exclusive,val,2
32,split,ego_exclusive,val,7
33,split,ego_exclusive,val,5
34,split,ego_exclusive,val,8
35,split,ego_exclusive,val,39
36,split,ego_exclusive,val,5
37,split,ego_exclusive,val,6
38,split,ego_exclusive,val,39
39,split,ego_exclusive,val,35
4,split,ego_exclusive,val,11
40,split,ego_exclusive,val,5
41,split,ego_exclusive,val,19
42,split,ego_exclusive,val,15
43,split,ego_exclusive,val,9
44,split,ego_exclusive,val,48
45,split,ego_exclusive,val,3
46,split,ego_exclusive,val,37
47,split,ego_exclusive,val,12
48,split,ego_exclusive,val,27
49,split,ego_exclusive,val,4
5,split,ego_exclusive,val,20
50,split,ego_exclusive,val,13
51,split,ego_exclusive,val,5
52,split,ego_exclusive,val,24
53,split,ego_exclusive,val,1
54,split,ego_exclusive,val,22
55,split,ego_exclusive,val,1
56,split,ego_exclusive,val,1
57,split,ego_exclusive,val,1
58,split,ego_exclusive,val,13
59,split,ego_exclusive,val,41
6,split,ego_exclusive,val,18
60,split,ego_exclusive,val,9
61,split,ego_exclusive,val,40
62,split,ego_exclusive,val,15
63,split,ego_exclusive,val,3
64,split,ego_exclusive,val,3
65,split,ego_exclusive,val,22
66,split,ego_exclusive,val,34
67,split,ego_exclusive,val,11
68,split,ego_exclusive,val,34
69,split,ego_exclusive,val,0
7,split,ego_exclusive,val,61
70,split,ego_exclusive,val,21
71,split,ego_exclusive,val,10
72,split,ego_exclusive,val,44
73,split,ego_exclusive,val,25
74,split,ego_exclusive,val,15
75,split,ego_exclusive,val,6
76,split,ego_exclusive,val,3
77,split,ego_exclusive,val,12
78,split,ego_exclusive,val,9
8,split,ego_exclusive,val,4
80,split,ego_exclusive,val,23
81,split,ego_exclusive,val,13
82,split,ego_exclusive,val,32
83,split,ego_exclusive,val,97
84,split,ego_exclusive,val,8
85,split,ego_exclusive,val,4
86,split,ego_exclusive,val,8
87,split,ego_exclusive,val,10
88,split,ego_exclusive,val,33
89,split,ego_exclusive,val,15
9,split,ego_exclusive,val,40
90,split,ego_exclusive,val,2
91,split,ego_exclusive,val,36
92,split,ego_exclusive,val,4
93,split,ego_exclusive,val,9
94,split,ego_exclusive,val,0
95,split,ego_exclusive,val,4
96,split,ego_exclusive,val,7
97,split,ego_exclusive,val,14
98,split,ego_exclusive,val,76
99,split,ego_exclusive,val,587
0,split,ego_exclusive,test,1918
1,split,ego_exclusive,test,9
10,split,ego_exclusive,test,3
100,split,ego_exclusive,test,39
101,split,ego_exclusive,test,4
102,split,ego_exclusive,test,6
103,split,ego_exclusive,test,7
104,split,ego_exclusive,test,26
105,split,ego_exclusive,test,3
106,split,ego_exclusive,test,31
107,split,ego_exclusive,test,1
108,split,ego_exclusive,test,44
109,split,ego_exclusive,test,2
11,split,ego_exclusive,test,20
110,split,ego_exclusive,test,0
112,split,ego_exclusive,test,3
113,split,ego_exclusive,test,0
114,split,ego_exclusive,test,4
115,split,ego_exclusive,test,8
116,split,ego_exclusive,test,1
117,split,ego_exclusive,test,5
118,split,ego_exclusive,test,3
119,split,ego_exclusive,test,11
12,split,ego_exclusive,test,9
120,split,ego_exclusive,test,7
121,split,ego_exclusive,test,18
122,split,ego_exclusive,test,1
123,split,ego_exclusive,test,12
124,split,ego_exclusive,test,3
125,split,ego_exclusive,test,14
126,split,ego_exclusive,test,6
127,split,ego_exclusive,test,4
128,split,ego_exclusive,test,1
129,split,ego_exclusive,test,0
13,split,ego_exclusive,test,5
130,split,ego_exclusive,test,4
131,split,ego_exclusive,test,4
132,split,ego_exclusive,test,8
133,split,ego_exclusive,test,54
134,split,ego_exclusive,test,3
135,split,ego_exclusive,test,0
136,split,ego_exclusive,test,5
137,split,ego_exclusive,test,29
14,split,ego_exclusive,test,3
15,split,ego_exclusive,test,5
16,split,ego_exclusive,test,13
17,split,ego_exclusive,test,8
18,split,ego_exclusive,test,1
19,split,ego_exclusive,test,22
2,split,ego_exclusive,test,21
20,split,ego_exclusive,test,4
21,split,ego_exclusive,test,8
22,split,ego_exclusive,test,3
23,split,ego_exclusive,test,6
24,split,ego_exclusive,test,2
25,split,ego_exclusive,test,5
26,split,ego_exclusive,test,5
27,split,ego_exclusive,test,0
28,split,ego_exclusive,test,4
29,split,ego_exclusive,test,13
3,split,ego_exclusive,test,4
30,split,ego_exclusive,test,0
31,split,ego_exclusive,test,1
32,split,ego_exclusive,test,1
33,split,ego_exclusive,test,1
34,split,ego_exclusive,test,5
35,split,ego_exclusive,test,25
36,split,ego_exclusive,test,3
37,split,ego_exclusive,test,15
38,split,ego_exclusive,test,26
39,split,ego_exclusive,test,48
4,split,ego_exclusive,test,10
40,split,ego_exclusive,test,4
41,split,ego_exclusive,test,30
42,split,ego_exclusive,test,18
43,split,ego_exclusive,test,3
44,split,ego_exclusive,test,24
45,split,ego_exclusive,test,1
46,split,ego_exclusive,test,20
47,split,ego_exclusive,test,10
48,split,ego_exclusive,test,13
49,split,ego_exclusive,test,6
5,split,ego_exclusive,test,18
50,split,ego_exclusive,test,16
51,split,ego_exclusive,test,7
52,split,ego_exclusive,test,29
53,split,ego_exclusive,test,3
54,split,ego_exclusive,test,27
55,split,ego_exclusive,test,1
56,split,ego_exclusive,test,3
57,split,ego_exclusive,test,1
58,split,ego_exclusive,test,16
59,split,ego_exclusive,test,79
6,split,ego_exclusive,test,10
60,split,ego_exclusive,test,11
61,split,ego_exclusive,test,43
62,split,ego_exclusive,test,3
63,split,ego_exclusive,test,10
64,split,ego_exclusive,test,2
65,split,ego_exclusive,test,47
66,split,ego_exclusive,test,84
67,split,ego_exclusive,test,17
68,split,ego_exclusive,test,42
69,split,ego_exclusive,test,3
7,split,ego_exclusive,test,29
70,split,ego_exclusive,test,14
71,split,ego_exclusive,test,4
72,split,ego_exclusive,test,41
73,split,ego_exclusive,test,23
74,split,ego_exclusive,test,21
75,split,ego_exclusive,test,3
76,split,ego_exclusive,test,3
77,split,ego_exclusive,test,6
78,split,ego_exclusive,test,9
8,split,ego_exclusive,test,3
80,split,ego_exclusive,test,27
81,split,ego_exclusive,test,6
82,split,ego_exclusive,test,11
83,split,ego_exclusive,test,33
84,split,ego_exclusive,test,3
85,split,ego_exclusive,test,3
86,split,ego_exclusive,test,3
87,split,ego_exclusive,test,4
88,split,ego_exclusive,test,17
89,split,ego_exclusive,test,7
9,split,ego_exclusive,test,25
90,split,ego_exclusive,test,2
91,split,ego_exclusive,test,35
92,split,ego_exclusive,test,4
93,split,ego_exclusive,test,3
94,split,ego_exclusive,test,0
95,split,ego_exclusive,test,1
96,split,ego_exclusive,test,2
97,split,ego_exclusive,test,4
98,split,ego_exclusive,test,72
99,split,ego_exclusive,test,1044
